Department,Sex,Mode,Att-S1,Att-S2,Att-S3,Att-S4,Att-S5,Att-S6,Att-S7,Att-S8,Discounts,NO-Re-exams,GPA-S1,GPA-S2,GPA-S3,GPA-S4,GPA-S5,GPA-S6,GPA-S7,GPA-S8,Status 
Computer-Application,Male,Fulltime,0.7471,0.65,0.51,0.61,0.55,0.92,0.96,0.54,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.2414,0.82,0.98,0.93,0.73,0.86,0.62,0.53,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.914,0.746,0.73,0.9,0.83,0.96,0.8,0.65,50,2,44.25,43.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6,0.83,0.87,0.88,0.77,0.74,0.9,0.77,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8172,0.77,0.79,0.62,0.76,0.92,0.83,0.89,0,0,22.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6375,0.6099,0.5,0.64,0.71,0.63,0.51,0.68,0,0,46.08,15.33,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.2892,0.95,0.6,0.66,0.99,0.99,0.99,0.99,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.725,0.5275,0.1914,0.72,0.51,0.87,0.82,0.5,0,2,58.83,44.42,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7313,0.5879,0.5385,0.0448,0.89,0.69,0.8,0.93,0,3,60.25,51.33,47.67,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.8375,0.99,0.99,0.98,0.94,0.75,0.96,0.53,0,0,24.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.265,0.8,0.89,0.59,0.75,0.98,0.67,0.92,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0.92,0.91,0.8,0.78,0.52,0.77,0.8,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.9188,0.8022,0.7409,0.0149,0.66,0.59,0.94,0.97,0,2,51.67,49.08,37,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.72,0.57,0.63,0.92,0.72,0.86,0.64,0.64,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.61,0.84,0.89,0.92,0.95,0.5,0.64,0.72,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8813,0.8187,0.834,0.0149,0.81,0.81,0.62,0.69,0,4,44.25,46.5,39.83,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.69,0.8,0.95,0.83,0.79,0.99,0.56,0.84,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9188,0.5769,0.97,0.93,0.78,0.59,0.6,0.76,0,0,56.83,29.25,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.4215,0.78,0.98,0.56,0.86,0.64,0.63,0.72,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8875,0.2261,0.99,0.69,0.98,0.82,0.65,0.83,0,0,52.5,1.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.87,0.94,0.59,0.66,0.52,0.62,0.56,0.95,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.56,0.95,0.6,0.63,0.88,0.52,0.95,0.71,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9188,0.7637,0.6113,0.0299,0.63,0.58,0.99,0.73,0,0,64.92,52.75,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.3133,0.73,0.99,0.76,0.84,0.94,0.66,0.98,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.595,0.94,0.76,0.97,0.6,0.58,0.61,0.81,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6938,0.1429,0.69,0.97,0.8,0.58,0.53,0.89,0,0,63.75,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6145,0.71,0.65,0.63,0.68,0.53,0.62,0.53,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.7375,0.0721,0.87,0.69,0.84,0.65,0.71,0.62,100,5,51.17,27.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9375,0.8681,0.97,0.51,0.66,0.74,0.76,0.56,0,0,90.75,86.42,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6446,0.77,0.78,0.57,0.55,0.52,0.96,0.77,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.7531,0.94,0.9,0.7,0.78,0.81,0.74,0.76,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5926,0.4444,0.53,0.99,0.86,0.82,0.54,0.75,0,0,39.17,15,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7778,0.62,0.81,0.71,0.61,0.95,0.91,0.72,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Parttime,0.8917,0.7355,0.4785,0.79,0.72,0.71,0.92,0.96,50,0,51.92,58.33,41.67,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7593,0.86,0.66,0.7,0.54,0.6,0.9,0.71,0,0,24.92,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.8357,0.83,0.53,0.66,0.7,0.54,0.62,0.99,20,0,19.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.8457,0.8796,0.53,0.97,0.74,0.82,0.89,0.51,0,0,38,23.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.2593,0.58,0.96,0.53,0.79,0.86,0.94,0.6,50,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.64,0.87,0.93,0.52,0.84,0.62,0.61,0.7,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.4074,0.71,0.75,0.63,0.9,0.62,0.91,0.69,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.8636,0.72,0.52,0.96,0.76,0.91,0.79,0.72,0,0,4,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.875,0.4091,0.85,0.75,0.7,0.77,0.73,0.86,20,0,60.75,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.65,0.65,0.83,0.68,0.91,0.5,0.81,0.55,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.83,0.51,0.57,0.8,0.81,0.65,0.84,0.74,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.4917,0.4628,0.55,0.67,0.73,0.64,0.52,0.66,0,3,35.67,24.75,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.69,0.74,0.61,0.86,0.96,0.73,0.78,0.69,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.4691,0.72,0.96,0.62,0.75,0.89,0.69,0.8,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.64,0.64,0.78,0.99,0.62,0.63,0.77,0.5,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9259,0.7801,0.93,0.55,0.95,0.62,0.73,0.79,0,0,50,52.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.68,0.77,0.82,0.77,0.88,0.63,0.51,0.68,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9568,0.8482,0.5742,0.64,0.67,0.94,0.68,0.59,0,1,54.83,53,14.83,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.8013,0.6822,0.5957,0.93,0.89,0.68,0.7,0.98,0,0,50.33,29.83,21.5,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.98,0.66,0.88,0.91,0.91,0.85,0.99,0.92,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.65,0.97,0.91,0.66,0.55,0.78,0.76,0.95,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.98,0.54,0.78,0.77,0.52,0.81,0.5,0.55,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9821,0.62,0.84,0.87,0.83,0.52,0.65,0.68,20,0,39.08,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8421,0.97,0.81,0.64,0.79,0.51,0.69,0.92,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,0.54,0.95,0.64,0.83,0.76,0.83,0.85,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.8026,0.78,0.84,0.89,0.93,0.98,0.61,0.62,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8571,0.6702,0.6349,0.56,0.79,0.8,0.63,0.74,0,3,48.17,42,47.75,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5119,0.8,0.63,0.75,0.86,0.56,0.73,0.99,0,0,22.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0.67,0.59,0.92,0.84,0.95,0.73,0.8,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.3,0.73,0.71,0.86,0.66,0.72,0.63,0.5,0,0,1.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8095,0.6622,0.1633,0.58,0.74,0.97,0.62,0.69,0,8,41.83,30,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.2368,0.63,0.65,0.87,0.89,0.85,0.59,0.88,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8274,0.7644,0.59,0.83,0.89,0.99,0.76,0.85,0,0,48.58,42.82,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.84,0.79,0.95,0.87,0.99,0.87,0.89,0.84,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7321,0.6044,0.96,0.76,0.91,0.77,0.62,0.81,20,0,37.7,15,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.5,0.65,0.63,0.7,0.62,0.51,0.68,0.87,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.51,0.57,0.81,0.87,0.9,0.88,0.73,0.53,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.94,0.63,0.84,0.82,0.56,0.87,0.68,0.77,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7635,0.81,0.95,0.82,0.77,0.89,0.62,0.96,0,0,35.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.8333,0.3983,0.61,0.78,0.56,0.96,0.62,0.73,0,1,55.25,22.58,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6504,0.95,0.89,0.58,0.76,0.53,0.9,0.93,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.8833,0.9504,0.81,0.85,0.83,0.59,0.98,0.61,0,0,55.75,29.75,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5658,0.94,0.89,0.67,0.68,0.9,0.94,0.51,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.4086,0.74,0.67,0.63,0.65,0.86,0.86,0.72,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.848,0.5905,0.6392,0.97,0.53,0.76,0.71,0.76,0,5,43.33,42.17,21.75,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.9573,0.069,0.94,0.74,0.87,0.66,0.66,0.84,0,0,44.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5414,0.7068,0.311,0.7,0.72,0.51,0.88,0.88,0,0,49.75,49.67,1.67,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7722,0.53,0.51,0.94,0.7,0.67,0.76,0.79,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.2346,0.68,0.52,0.57,0.79,0.75,0.9,0.76,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.56,0.61,0.87,0.54,0.57,0.72,0.92,0.95,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.9083,0.5041,0.3313,0.64,0.99,0.55,0.78,0.77,0,0,57,55.08,26,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.64,0.53,0.7,0.95,0.62,0.79,0.57,0.5,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8537,0.6407,0.3742,0.52,0.79,0.9,0.65,0.54,0,0,64.25,57.43,0.33,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.79,0.96,0.94,0.82,0.79,0.99,0.58,0.95,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.0759,0.6,0.74,0.87,0.67,0.72,0.62,0.93,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.5,0.81,0.75,0.81,0.83,0.74,0.68,0.69,0,0,34.42,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Parttime,0.6173,0.92,0.52,0.84,0.65,0.75,0.81,0.8,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7134,0.3939,0.16,0.74,0.62,0.85,0.93,0.59,0,3,50,39.42,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.878,0.56,0.9,0.82,0.9,0.56,0.6,0.82,0,0,62.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.2346,0.8,0.56,0.91,0.86,0.59,0.85,0.52,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7744,0.7835,0.0922,0.65,0.5,0.56,0.78,0.74,0,0,49,57.58,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7417,0.84,0.78,0.88,0.55,0.63,0.51,0.66,0,0,23.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7848,0.77,0.88,0.6,0.88,0.6,0.84,0.93,0,0,45.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.5,0.15,0.84,0.56,0.77,0.69,0.65,0.67,0,0,12.25,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8476,0.64,0.91,0.65,0.53,0.68,0.81,0.55,0,0,27.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8659,0.1667,0.89,0.98,0.72,0.65,0.6,0.56,0,0,42.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7012,0.79,0.81,0.67,0.94,0.71,0.73,0.53,20,0,12.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7,0.98,0.79,0.52,0.73,0.59,0.78,0.63,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7595,0.83,0.73,0.7,0.79,0.85,0.89,0.9,0,0,2,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.872,0.4079,0.52,0.93,0.59,0.68,0.6,0.99,0,0,37.17,18.58,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.872,0.3766,0.0774,0.76,0.64,0.92,0.69,0.69,0,1,50.17,40.42,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9036,0.59,0.62,0.82,0.74,0.74,0.98,0.67,0,0,36.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.88,0.88,0.78,0.74,0.9,0.76,0.59,0.7,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.759,0.95,0.71,0.73,0.52,0.93,0.6,0.69,0,0,34.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9458,0.7288,0.91,0.82,0.89,0.51,0.87,0.83,0,0,71.08,1.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7083,0.3148,0.56,0.8,0.85,0.82,0.58,0.95,0,0,64.5,1.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.6167,0.2703,0.5,0.66,0.8,0.53,0.76,0.73,0,0,52.17,2.42,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8313,0.68,0.82,0.57,0.9,0.8,0.81,0.63,0,0,18.92,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5888,0.75,0.86,0.54,0.61,0.96,0.99,0.54,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.7671,0.76,0.68,0.64,0.64,0.78,0.51,0.72,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.6932,0.55,0.61,0.9,0.68,0.7,0.98,0.8,50,0,17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.95,0.91,0.68,0.69,0.89,0.9,0.82,0.91,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8554,0.54,0.83,0.55,0.75,0.58,0.69,0.71,0,0,37.58,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8133,0.5,0.85,0.74,0.68,0.68,0.86,0.78,0,0,22.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8493,0.81,0.72,0.68,0.76,0.76,0.52,0.84,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.9759,0.5,0.73,0.63,0.96,0.91,0.68,0.69,0,0,68,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.59,0.73,0.9,0.82,0.89,0.51,0.86,0.78,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.4227,0.89,0.9,0.83,0.94,0.74,0.85,0.57,0,0,3.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7245,0.3091,0.87,0.65,0.65,0.81,0.62,0.65,0,0,33.75,1.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8253,0.8,0.8,0.58,0.53,0.93,0.54,0.9,0,0,32.92,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9315,0.91,0.86,0.56,0.75,0.56,0.58,0.69,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.83,0.82,0.61,0.57,0.56,0.59,0.79,0.67,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8554,0.71,0.51,0.91,0.54,0.97,0.72,0.68,20,0,32.5,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.759,0.78,0.85,0.9,0.95,0.56,0.97,0.65,0,0,16.42,0,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.8072,0.7633,0.5587,0.69,0.51,0.96,0.8,0.63,0,0,45.83,49.67,21.42,0,0,0,0,0,Dropout
Computer-Application,Female,Parttime,0.55,0.91,0.92,0.86,0.53,0.61,0.93,0.84,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7484,0.85,0.81,0.99,0.55,0.76,0.67,0.56,0,0,14.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8494,0.7778,0.54,0.8,0.91,0.63,0.95,0.86,0,0,44.42,44.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.6119,0.05,0.96,0.71,0.7,0.87,0.74,0.59,20,0,12.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0.98,0.58,0.96,0.59,0.57,0.6,0.78,20,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9157,0.8299,0.3675,0.73,0.79,0.74,0.86,0.58,0,0,67.17,63,2.83,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.61,0.72,0.75,0.62,0.86,0.92,0.53,0.9,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.93,0.95,0.96,0.97,0.98,0.97,0.93,0.74,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.94,0.95,0.94,0.86,0.96,0.76,0.92,0.83,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9178,0.81,0.88,0.98,0.76,0.85,0.97,0.8,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7289,0.6715,0.58,0.78,0.68,0.57,0.8,0.79,0,3,45.17,36.83,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8012,0.6763,0.58,0.51,0.84,0.66,0.78,0.93,0,8,39.83,41,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.9157,0.8583,0.8,0.71,0.68,0.79,0.88,0.56,0,0,69.08,65.08,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7931,0.0714,0.64,0.55,0.83,0.98,0.94,0.74,0,0,39.17,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.3814,0.63,0.72,0.73,0.99,0.76,0.86,0.99,0,0,2,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8759,0.7746,0.6104,0.86,0.95,0.67,0.5,0.51,0,0,52.67,40.83,38,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.4569,0.9,0.54,0.5,0.87,0.87,0.73,0.54,0,0,1.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8483,0.52,0.99,0.91,0.58,0.69,0.7,0.95,0,0,18.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.4914,0.65,0.9,0.57,0.63,0.96,0.93,0.77,0,0,0.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6071,0.58,0.58,0.65,0.53,0.71,0.95,0.64,0,0,23,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.51,0.62,0.56,0.94,0.52,0.8,0.93,0.77,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.88,0.9,0.86,0.62,0.51,0.72,0.57,0.68,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7,0.95,0.67,0.51,0.53,0.62,0.53,0.78,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7952,0.85,0.83,0.61,0.58,0.56,0.58,0.71,0,0,65.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.82,0.77,0.91,0.72,0.87,0.72,0.99,0.79,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9172,0.4837,0.68,0.73,0.61,0.87,0.51,0.96,0,0,40,1,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.98,0.54,0.75,0.62,0.89,0.58,0.74,0.95,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9379,0.8451,0.53,0.95,0.67,0.99,0.96,0.83,0,0,54.5,22.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.54,0.87,0.72,0.98,0.77,0.91,0.73,0.95,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.9545,0.6,0.58,0.61,0.82,0.78,0.94,0.86,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9355,0.98,0.85,0.78,0.88,0.58,0.73,0.95,0,0,0.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7241,0.4693,0.79,0.93,0.82,0.81,0.57,0.93,20,0,36.33,14.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.65,0.53,0.84,0.6,0.98,0.59,0.55,0.96,0,0,6,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9241,0.2857,0.82,0.72,0.63,0.99,0.57,0.89,0,0,53.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.52,0.76,0.74,0.94,0.99,0.64,0.72,0.68,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0.81,0.74,0.79,0.73,0.8,0.81,0.63,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.5169,0.67,0.99,0.93,0.67,0.59,0.93,0.9,0,0,0.67,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6207,0.2737,0.74,0.53,0.93,0.56,0.51,0.9,0,0,42.04,1.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6897,0.72,0.88,0.74,0.59,0.74,0.92,0.89,0,0,40.33,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9172,0.4154,0.95,0.56,0.94,0.54,0.89,0.85,0,0,52.5,1,0,0,0,0,0,0,Dropout
Computer-Application,Female,Fulltime,0.8344,0.7521,0.56,0.76,0.61,0.79,0.63,0.79,0,0,49.33,16.08,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.9747,0.69,0.8,0.92,0.71,0.78,0.8,0.66,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.879,0.92,0.6,0.77,0.55,0.95,0.59,0.63,0,0,41.08,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.828,0.8077,0.87,0.61,0.94,0.86,0.51,0.95,0,1,50.33,45.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.8182,0.87,0.95,0.65,0.91,0.61,0.84,0.87,0,0,2.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7468,0.82,0.99,0.99,0.99,0.99,0.99,0.5,0,0,3.83,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.828,0.53,0.63,0.58,0.53,0.9,0.92,0.89,0,0,40.58,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7368,0.4444,0.72,0.78,0.73,0.82,0.92,0.65,20,0,56.58,5.17,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.8535,0.6649,0.72,0.93,0.5,0.69,0.97,0.78,0,1,42.5,15.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6709,0.69,0.79,0.9,0.63,0.94,0.8,0.72,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.879,0.7644,0.95,0.72,0.76,0.63,0.88,0.51,0,0,61,44.67,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.8409,0.67,0.73,0.64,0.5,0.6,0.52,0.77,0,0,9,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Parttime,0.7831,0.7323,0.64,0.92,0.7,0.74,0.61,0.81,0,0,51.92,50.42,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.7342,0.82,0.81,0.57,0.95,0.54,0.84,0.61,0,0,0,0,0,0,0,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.6879,0.4029,0.73,0.73,0.95,0.56,0.98,0.73,0,0,61.42,21.92,0,0,0,0,0,0,Dropout
